Autotiler,32,32,1F6D77B3,0,1,1,4294967295,0,1
WarpToHub,32,544,CA0D8344,0,1,1,4294967295,0,0
MikuFront,347,351,B02B369C,0,1,1,4294967295,0,0
Block,0,0,2C802E22,0,1,19,4294967295,0,0
Block,768,0,9AB5301C,0,1,19,4294967295,0,0
Block,32,0,2268842B,0,23,1,4294967295,0,0
Block,32,576,6EE328B7,0,23,1,4294967295,0,0
Block,96,192,2D13F7AC,0,5,1,4294967295,0,0
Block,96,288,7D629C6B,0,5,1,4294967295,0,0
Block,96,384,30F39D97,0,5,1,4294967295,0,0
Block,96,480,007CC529,0,5,1,4294967295,0,0
Block,544,192,3D2B2019,0,5,1,4294967295,0,0
Block,544,288,675E12CD,0,5,1,4294967295,0,0
Block,544,384,F5BEED6D,0,5,1,4294967295,0,0
Block,544,480,2C8E1CA8,0,5,1,4294967295,0,0
PlayerStart,64,544,29823399,0,1,1,4294967295,0,0
