WarpToHub,64,288,003647E9,0,1,1,4294967295,0,0
Warp,736,512,0034AC28,0,1,1,4294967295,0,1
Autotiler,272,128,A21B50A8,0,1,1,4294967295,0,1
Block,-32,0,003A0A65,0,1,11,4294967295,0,0
Block,256,416,000A72C2,0,5,6,4294967295,0,0
Block,416,480,002195FC,0,4,4,4294967295,0,0
Block,544,512,0015CEA0,0,3,3,4294967295,0,0
Block,640,544,0031E099,0,2,1,4294967295,0,0
Block,640,576,00225CDC,0,5,1,4294967295,0,0
Block,0,320,00060CE8,0,4,9,4294967295,0,0
Block,128,352,0013F021,0,4,8,4294967295,0,0
Block,-32,-32,002A6685,0,26,1,4294967295,0,0
Block,800,-32,0012012A,0,1,20,4294967295,0,0
SpikeU,128,320,002C13AC,0,1,1,4294967295,0,0
SpikeU,160,320,002328D0,0,1,1,4294967295,0,0
SpikeU,192,320,0026FA55,0,1,1,4294967295,0,0
SpikeU,224,320,003B8D3F,0,1,1,4294967295,0,0
SpikeU,352,384,00047E89,0,1,1,4294967295,0,0
SpikeU,320,384,003187E8,0,1,1,4294967295,0,0
SpikeU,288,384,00387447,0,1,1,4294967295,0,0
SpikeU,416,448,001F98F2,0,1,1,4294967295,0,0
SpikeU,448,448,0006513F,0,1,1,4294967295,0,0
SpikeU,480,448,0011DC5A,0,1,1,4294967295,0,0
SpikeU,512,448,003C7BC7,0,1,1,4294967295,0,0
SpikeU,576,480,0038D3D4,0,1,1,4294967295,0,0
SpikeU,608,480,00339BD6,0,1,1,4294967295,0,0
SpikeU,640,512,001F7575,0,1,1,4294967295,0,0
SpikeU,672,512,003BB500,0,1,1,4294967295,0,0
SavePointVeryHard,48,240,00003426,0,1,1,4294967295,0,0
MusicPlayer,0,0,1264D4E4,0,1,1,4294967295,0,1
MegaCherry,608,224,0025AF17,0,7,7,4294967295,0,0
Triggered1,592,208,00242417,0,1,1,4294967295,0,0
Trigger1,544,480,000E33B4,0,1,1,4294967295,0,0
Skinner,320,128,B468C5AB,0,1,1,4294967295,0,1
CameraFull,32,0,001DE35A,0,1,1,4294967295,0,0
PlayerStart,32,288,00364933,0,1,1,4294967295,0,0
