Block,0,576,,0,1,1,4294967295,0
Block,0,544,,0,1,1,4294967295,0
Block,0,512,,0,1,1,4294967295,0
Block,0,480,,0,1,1,4294967295,0
Block,0,448,,0,1,1,4294967295,0
Block,0,416,,0,1,1,4294967295,0
Block,0,384,,0,1,1,4294967295,0
Block,0,352,,0,1,1,4294967295,0
Block,0,320,,0,1,1,4294967295,0
Block,0,288,,0,1,1,4294967295,0
Block,0,256,,0,1,1,4294967295,0
Block,0,224,,0,1,1,4294967295,0
Block,0,192,,0,1,1,4294967295,0
Block,0,160,,0,1,1,4294967295,0
Block,0,128,,0,1,1,4294967295,0
Block,0,96,,0,1,1,4294967295,0
Block,0,64,,0,1,1,4294967295,0
Block,0,32,,0,1,1,4294967295,0
Block,0,0,,0,1,1,4294967295,0
Block,32,0,,0,1,1,4294967295,0
Block,64,0,,0,1,1,4294967295,0
Block,96,0,,0,1,1,4294967295,0
Block,128,0,,0,1,1,4294967295,0
Block,160,0,,0,1,1,4294967295,0
Block,192,0,,0,1,1,4294967295,0
Block,224,0,,0,1,1,4294967295,0
Block,256,0,,0,1,1,4294967295,0
Block,288,0,,0,1,1,4294967295,0
Block,320,0,,0,1,1,4294967295,0
Block,352,0,,0,1,1,4294967295,0
Block,384,0,,0,1,1,4294967295,0
Block,416,0,,0,1,1,4294967295,0
Block,448,0,,0,1,1,4294967295,0
Block,480,0,,0,1,1,4294967295,0
Block,512,0,,0,1,1,4294967295,0
Block,544,0,,0,1,1,4294967295,0
Block,576,0,,0,1,1,4294967295,0
Block,608,0,,0,1,1,4294967295,0
Block,640,0,,0,1,1,4294967295,0
Block,672,0,,0,1,1,4294967295,0
Block,704,0,,0,1,1,4294967295,0
Block,736,0,,0,1,1,4294967295,0
Block,768,0,,0,1,1,4294967295,0
Block,768,32,,0,1,1,4294967295,0
Block,768,64,,0,1,1,4294967295,0
Block,768,96,,0,1,1,4294967295,0
Block,768,128,,0,1,1,4294967295,0
Block,768,160,,0,1,1,4294967295,0
Block,768,192,,0,1,1,4294967295,0
Block,768,224,,0,1,1,4294967295,0
Block,768,256,,0,1,1,4294967295,0
Block,768,288,,0,1,1,4294967295,0
Block,768,320,,0,1,1,4294967295,0
Block,768,352,,0,1,1,4294967295,0
Block,768,384,,0,1,1,4294967295,0
Block,768,416,,0,1,1,4294967295,0
Block,768,448,,0,1,1,4294967295,0
Block,768,480,,0,1,1,4294967295,0
Block,768,512,,0,1,1,4294967295,0
Block,768,544,,0,1,1,4294967295,0
Block,768,576,,0,1,1,4294967295,0
Block,736,576,,0,1,1,4294967295,0
Block,704,576,,0,1,1,4294967295,0
Block,672,576,,0,1,1,4294967295,0
Block,640,576,,0,1,1,4294967295,0
Block,608,576,,0,1,1,4294967295,0
Block,576,576,,0,1,1,4294967295,0
Block,544,576,,0,1,1,4294967295,0
Block,512,576,,0,1,1,4294967295,0
Block,480,576,,0,1,1,4294967295,0
Block,448,576,,0,1,1,4294967295,0
Block,416,576,,0,1,1,4294967295,0
Block,384,576,,0,1,1,4294967295,0
Block,352,576,,0,1,1,4294967295,0
Block,320,576,,0,1,1,4294967295,0
Block,288,576,,0,1,1,4294967295,0
Block,256,576,,0,1,1,4294967295,0
Block,224,576,,0,1,1,4294967295,0
Block,192,576,,0,1,1,4294967295,0
Block,160,576,,0,1,1,4294967295,0
Block,128,576,,0,1,1,4294967295,0
Block,96,576,,0,1,1,4294967295,0
Block,64,576,,0,1,1,4294967295,0
Block,32,576,,0,1,1,4294967295,0
Avoidance,384,192,,0,1,1,4294967295,0
PlayerStart,384,544,,0,1,1,4294967295,0
